Text	Time	Relative Event	Panel	Heading 1	Heading 2	LF	Info	Item	Position	Automatic	Call Group	Fail Group	Remarks
"MCC4 Maneuver PAD, CSM & LM state vector update, target load, LOI-2 REFSMMAT"	214769	MISSION_TIME		MCC Update					-1	0			
Uplink									-1	1	P27 Update		
Copy PC+2 Maneuver PAD	215069	MISSION_TIME		MCC Update					-1	0			
Copy Fast PC+2 Maneuver PAD	215369	MISSION_TIME		MCC Update					-1	0			
Terminate Battery Charge									-1	1	Terminate Battery Charge		
Terminate PTC	216000	MISSION_TIME							-1	1	Terminate PTC		
P52 IMU Realign (Preferred)									-1	1	P52 IMU Realign (Preferred)		
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU		
P30 External DV	217800	MISSION_TIME							-1	1	P30 External DV		
P40/41 Thrusting (click PRO for P40 -- click FAIL for P41)									-1	0	P40 SPS Thrusting	P41 RCS Thrusting	
													
V66E	30	HIDDEN_DELAY					Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1			
SM RCS Monitoring Check									-1	1	SM RCS Monitoring Check		
SPS Monitoring Check									-1	1	SPS Monitoring Check		
ECS Redundant Component Check									-1	1	ECS Redundant Component Check		
Initiate Battery Charge (Battery B)									-1	1	Battery Charge B		
P21 Ground Track Determination (LOI 69:10:00)									-1	1	P21 Ground Track Determination		
Begin PTC P122 Y315									-1	1	Start PTC		
