Text	Time	Relative Event	Panel	Heading 1	Heading 2	LF	Info	Item	Position	Automatic	Call Group	Fail Group	Remarks
V37E 47E								DSKY V 3 7 E 4 7 E	1	1			
 F 16 83 DV XYZ (LM)	60	HIDDEN_DELAY							-1	0			
PRO								DSKY P	1	1			
 F 37									1	1			
F 37 00E								DSKY 0 0 E	1	1			
